scenario,controller,seed,headway_cv,travel_s,wait_s,wait_direct
Ablation W (D+T+W),NC,18,1.0402081735987114,6745.333333333333,272.6090104639489,745.525641025641
Ablation W (D+T+W),NC,20,0.9282519122045104,6625.833333333333,303.93385315963695,485.7393162393162
Ablation W (D+T+W),NC,22,0.864994102113919,6587.916666666667,220.92847801931157,470.7692307692308
Ablation W (D+T+W),NC,21,1.05620894125844,7447.333333333333,268.702549842365,844.7457264957264
Ablation W (D+T+W),NC,23,0.8153864135056657,6569.25,237.5665724882983,438.70299145299145
Ablation W (D+T+W),NC,25,1.0540216787766181,6726.583333333333,287.13108093184474,609.75
Ablation W (D+T+W),NC,26,1.2158747239031356,6466.416666666667,367.1300406813443,450.6623931623932
Ablation W (D+T+W),NC,24,1.3050242184922747,7812.833333333333,280.0697800066221,870.9807692307693
Ablation W (D+T+W),NC,27,1.112690104902665,6590.416666666667,330.64935346920424,552.8055555555555
Ablation W (D+T+W),NC,28,1.0292491770091114,6548.583333333333,306.9852278623989,481.88247863247864
Ablation W (D+T+W),NC,29,0.9759895523698984,6685.916666666667,281.3662473414421,428.6474358974359
Ablation W (D+T+W),FH,3,0.7414957396732187,6091.833333333333,246.3460615892885,278.97435897435895
Ablation W (D+T+W),FH,1,0.8822526810544059,6611.833333333333,362.0229518371005,595.0726495726495
